data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,notes_fr
8707127,854,BFO6127,6127,31/12/2021,2021,1,Explosions/Remote violence,Air/drone strike,Military Forces of Burkina Faso (2015-),,1,Islamic State (West Africa) - Greater Sahara Faction,,2,12,Western Africa,Burkina Faso,Sahel,Oudalan,Tin-Akoff,Bambakari,14.9454,-0.0839,2,Undisclosed Source,Local partner-Other,"On 31 December 2021, the Burkinabe air force conducted airstrike against presumed ISWAP (Greater Sahara) militants in the area of Bambakari (Tin-Akoff, Oudalan). Casualties unknown.",0,1641863889,BFA,"[{'translation_text': ""Le 31 décembre 2021, l'armée de l'air burkinabè a effectué une frappe aérienne contre des militants présumés de l'ISWAP (Greater Sahara) dans la région de Bambakari (Tin-Akoff, Oudalan).""}]"
8774976,566,NIG23101,23101,31/12/2021,2021,1,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2015-),,1,Zamfara Communal Militia (Nigeria),,4,14,Western Africa,Nigeria,Zamfara,Kiyawa,,Birnin Magaji,12.5592,6.8946,2,Daily Independent (Nigeria); Daily Trust (Nigeria); Daily Post (Nigeria),International,"On 31 December 2021, the Nigerian military carried out air operations and killed two Zamfara militia leaders and other militiamen in Gusami forest and Tsamre village in Birnin Magaji LGA (Kiyawa, Zamfara).",2,1642167836,NGA,"[{'translation_text': ""Le 31 décembre 2021, l'armée nigériane a effectué des opérations aériennes et tué deux dirigeants de la milice de Zamfara et d'autres miliciens dans la forêt de Gusami et le village de Tsamre dans la LGA Birnin Magaji (Kiyawa, Zamfara).""}]"
8774977,566,NIG23103,23103,31/12/2021,2021,1,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),Women (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Giwa,,Giwa,11.2803,7.4173,2,Daily Trust (Nigeria); Daily Post (Nigeria),International,"On 31 December 2021, Kaduna militiamen attacked Kerawa village in Giwa LGA (Kaduna) and abducted at least 12 persons: 10 women and two men. One person was killed and another was seriously wounded.",1,1642167836,NGA,"[{'translation_text': 'Le 31 décembre 2021, des miliciens kadunas ont attaqué le village de Kerawa dans la LGA de Giwa (Kaduna) et enlevé au moins 12 personnes : 10 femmes et 2 hommes; une personne a été tuée et une autre gravement blessée.'}]"
8774978,566,NIG23104,23104,31/12/2021,2021,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Unidentified Armed Group (Nigeria),,3,13,Western Africa,Nigeria,Anambra,Ihiala,,Ihiala,5.8538,6.8603,2,Sahara Reporters; Nigeria Punch,Regional-International,"On 31 December 2021, Nigerian Navy special forces raided an armed group's camp and engaged in an armed clash at the Ochan forest (Ihiala, Anambra), coded to Ihiala. 10 armed men were killed, five were arrested while the rest fled with gunshot wounds.",10,1642167836,NGA,"[{'translation_text': ""Le 31 décembre 2021, les forces spéciales de la marine nigériane ont pénétré dans le camp d'un groupe armé et se sont livrées à un affrontement armé dans la forêt d'Ochan (Ihiala, Anambra), code Ihiala.""}]"
8774980,566,NIG23107,23107,31/12/2021,2021,1,Battles,Armed clash,Police Forces of Nigeria (2015-),Igabi Communal Militia (Nigeria),1,Kaduna Communal Militia (Nigeria),,4,14,Western Africa,Nigeria,Kaduna,Igabi,,Sabon Birni,10.8121,7.3022,2,Nigeria Punch; Daily Post (Nigeria),International,"On 31 December 2021, police forces, together with member of Igabi communal militia, clashed with Kaduna militia members at the Sabon Birni forest (Igabi, Kaduna) while the group was raiding one of the militia camps. One militiaman was killed, others fled with gunshot wounds; two others were arrested and nine abducted victims were rescued including one who sustained a bullet injury.",1,1642167836,NGA,"[{'translation_text': ""Le 31 décembre 2021, les forces de police et des membres de la milice communale igabi ont eu des affrontements avec des membres de la milice kaduna dans la forêt de Sabon Birni (Igabi, Kaduna) alors que le groupe effectuait des raids dans l'un des camps de la milice; un miliciens a été tué, d'autres se sont enfuis""}]"
8785859,566,NIG23215,23215,31/12/2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Edikwu Communal Group (Nigeria); Government of Nigeria (2015-),7,37,Western Africa,Nigeria,Benue,Apa,,Ugbokpo,7.658,7.8837,1,Blueprint,National,"On 31 December 2021, unidentified armed men shot and killed the traditional ruler and district head of Edikwu community at his residence in Ugbokpo (Apa, Benue). The victim was wounded and later died in the hospital from the gunshot wounds.",1,1642439769,NGA,"[{'translation_text': ""Le 31 décembre 2021, des hommes armés non identifiés ont tué le dirigeant traditionnel et chef de district de la communauté d'Edikwu à sa résidence à Ugbokpo (Apa, Benue) et la victime a été blessée et est décédée à l'hôpital à la suite des coups de feu.""}]"
8792993,566,NIG23105,23105,31/12/2021,2021,1,Violence against civilians,Abduction/forced disappearance,Zamfara Communal Militia (Nigeria),,4,Civilians (Nigeria),Women (Nigeria),7,47,Western Africa,Nigeria,Zamfara,Gusau,,Mareri,12.1447,6.7101,1,Daily Independent (Nigeria); Daily Post (Nigeria); Daily Trust (Nigeria),National,"On 31 December 2021, Zamfara militiamen abducted a woman and her daughters and looted money from the community in Mareri (Gusau, Zamfara). The assailants shot sporadically during the attack and demanded for a ransom or 50 million naira. The victims were released on 10 January after 10 million naira was paid as ransom. [women targeted: girls]",0,1643040847,NGA,"[{'translation_text': ""Le 31 décembre 2021, des miliciens de Zamfara ont enlevé une femme et ses filles et pillé de l'argent de la communauté de Mareri (Gusau, Zamfara). Les assaillants ont tiré sporadiquement durant l'attaque et exigé une rançon ou 50 millions de naira. Les victimes ont été libérées le 10 janvier après que 10 millions de n""}]"
8909950,466,MLI6029,6029,31/12/2021,2021,1,Violence against civilians,Attack,Military Forces of Mali (2021-),,1,Civilians (Mali),Fulani Ethnic Group (Mali); Soninke Ethnic Group (Mali); Pastoralists (Mali); Health Workers (Mali),7,17,Western Africa,Mali,Koulikoro,Nara,Guire,Boudjiguire,14.8811,-6.8445,1,Twitter; Facebook; Whatsapp; RFI; HRW; Kisal,Other-New media,"On 31 December 2021, the Malian army killed at least 13 people (including a health worker) from the Fulani and Soninke communities in the village of Boudjiguire (Nara, Koulikoro).",13,1647888805,MLI,"[{'translation_text': ""Le 31 décembre 2021, l'armée malienne a tué au moins 13 personnes (dont un travailleur de la santé) des communautés Fulani et Soninke dans le village de Boudjiguire (Nara, Koulikoro).""}]"
8968270,854,BFO6129,6129,31/12/2021,2021,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Centre-Est,Koulpelogo,Soudougui,Pama,11.2497,0.7075,2,Undisclosed Source,Local partner-Other,"Looting: On 31 December 2021, presumed JNIM militants seized motorcycles from road users between Pama (Pama, Kompienga) and Koalou (Kompienga, Kompienga).",0,1648594101,BFA,"[{'translation_text': ""Vol : Le 31 décembre 2021, des militants présumés du JNIM ont saisi des motocycles d'usagers de la route entre Pama (Pama, Kompienga) et Koalou (Kompienga, Kompienga).""}]"
8704651,854,BFO6124,6124,30/12/2021,2021,1,Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,2,Military Forces of Burkina Faso (2015-),,1,12,Western Africa,Burkina Faso,Sahel,Oudalan,Tin-Akoff,Tangoul,14.9454,-0.0196,2,Menastream; Undisclosed Source,Local partner-Other,"On 30 December 2021, presumed ISWAP (Greater Sahara) militants and Burkinabe soldiers clashed near Tangoul (Tin-Akoff, Oudalan). One civilian was killed, two soldiers wounded, and a motorcycle seized or destroyed by the militants.",1,1641863883,BFA,"[{'translation_text': ""Le 30 décembre 2021, des militants présumés de l'ISWAP (Greater Sahara) et des soldats burkinabè se sont affrontés près de Tangoul (Tin-Akoff, Oudalan), tuant un civil, blessant deux soldats et saisissant ou détruisant une motocycle.""}]"
8704652,854,BFO6125,6125,30/12/2021,2021,1,Battles,Armed clash,Military Forces of Burkina Faso (2015-),,1,Islamic State (West Africa) - Greater Sahara Faction,,2,12,Western Africa,Burkina Faso,Sahel,Seno,Seytenga,Yattakou,14.0487,0.3581,1,Twitter; Menastream; Undisclosed Source,Local partner-Other,"On 30 December 2021, the Burkinabe army and presumed ISWAP (Greater Sahara) militants clashed in the village of Yattakou (Seytenga, Seno). Twenty militants were killed and the soldiers seized weapons, motorcycles, and equipment.",20,1641863883,BFA,"[{'translation_text': ""Le 30 décembre 2021, l'armée burkinabè et des militants présumés de l'ISWAP (Greater Sahara) ont eu des affrontements dans le village de Yattakou (Seytenga, Seno), tuant vingt militants et saisissant des armes, des motocyclettes et du matériel.""}]"
8705712,566,NIG23096,23096,30/12/2021,2021,1,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,Western Africa,Nigeria,Yobe,Bade,,Gashua,12.871,11.0482,1,Daily Trust (Nigeria),National,"On 30 December 2021, youth groups protested in Gashua (Bade, Yobe) over rising food adulteration in the area. [size=no report]",0,1641863886,NGA,"[{'translation_text': ""Le 30 décembre 2021, des groupes de jeunes ont protesté à Gashua (Bade, Yobe) contre l'augmentation de l'adultération alimentaire dans la région. [dimension=pas de rapport]""}]"
8705852,466,MLI6022,6022,30/12/2021,2021,1,Explosions/Remote violence,Air/drone strike,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,Western Africa,Mali,Segou,Niono,Dogofry,Alatona,14.8104,-5.9579,2,FAMAMali,National,"On 30 December 2021, the Malian air force conducted airstrike against JNIM militant positions near the village of Alatona (Niono, Segou). The Malian armed forces claimed that 15 militants were killed, two severely wounded, and logistic plots destroyed in airstrikes near the villages of Alatona, Barikoro, and Songo. Fatalities are split across three events.",5,1641863886,MLI,"[{'translation_text': ""Le 30 décembre 2021, l'armée de l'air malienne a effectué une frappe aérienne contre des positions militantes du JNIM près du village d'Alatona (Niono, Segou). Les forces armées maliennes ont déclaré que 15 militants avaient été tués, deux grièvement blessés et des complots logistiques détruits lors des frappes aériennes près des villages d'Alat""}]"
8705853,466,MLI6023,6023,30/12/2021,2021,1,Explosions/Remote violence,Air/drone strike,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,Western Africa,Mali,Segou,Niono,Diabaly,Barikoro,14.7232,-5.8706,2,FAMAMali,National,"On 30 December 2021, the Malian air force conducted airstrike against JNIM militant positions near the village of Barikoro (Niono, Segou). The Malian armed forces claimed that 15 militants were killed, two severely wounded, and logistic plots destroyed in airstrikes near the villages of Alatona, Barikoro, and Songo. Fatalities are split across three events.",5,1641863886,MLI,"[{'translation_text': ""Le 30 décembre 2021, l'armée de l'air malienne a effectué une frappe aérienne contre des positions militantes du JNIM près du village de Barikoro (Niono, Segou). Les forces armées maliennes ont déclaré que 15 militants avaient été tués, deux grièvement blessés et des complots logistiques détruits lors des frappes aériennes près des villages d'Alatona,""}]"
8705854,466,MLI6026,6026,30/12/2021,2021,1,Explosions/Remote violence,Air/drone strike,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,Western Africa,Mali,Koulikoro,Nara,Guire,Ngabakoro,14.5681,-6.9228,2,FAMAMali,National,"On 30 December 2021, the Malian air force conducted airstrike against JNIM militant positions in a forest near the village of 'Garbakongo' [Ngabakoro] (Nara, Koulikoro). Two logistic plots were destroyed.",0,1641863886,MLI,"[{'translation_text': ""Le 30 décembre 2021, l'armée de l'air malienne a lancé une attaque aérienne contre des positions militantes du JNIM dans une forêt près du village de Garbakongo [Ngabakoro] (Nara, Koulikoro), détruisant deux parcelles logistiques.""}]"
8705858,466,MLI6027,6027,30/12/2021,2021,1,Explosions/Remote violence,Air/drone strike,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,Western Africa,Mali,Segou,Niono,Diabaly,Songo,14.6356,-5.8275,2,FAMAMali,National,"On 30 December 2021, the Malian air force conducted airstrike against JNIM militant positions near the village of Songo (Niono, Segou). The Malian armed forces claimed that 15 militants were killed, two severely wounded, and logistic plots destroyed in airstrikes near the villages of Alatona, Barikoro, and Songo. Fatalities are split across three events.",5,1641863886,MLI,"[{'translation_text': ""Le 30 décembre 2021, l'armée de l'air malienne a effectué une frappe aérienne contre des positions militantes du JNIM près du village de Songo (Niono, Segou). Les forces armées maliennes ont déclaré que 15 militants avaient été tués, deux grièvement blessés et des complots logistiques détruits lors des frappes aériennes menées près des villages d'Alatona""}]"
8705883,430,LBR1636,1636,30/12/2021,2021,1,Protests,Peaceful protest,Protesters (Liberia),Labour Group (Liberia),6,,,0,60,Western Africa,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31,-10.8,1,GNN Liberia,National,"On 30 December 2021, workers of the Roberts International Airport demonstrated in Monrovia city (Greater Monrovia, Montserrado) to demand the payment of their salaries. They grounded and held one aircraft at the airport. [size=no report]",0,1641863886,LBR,"[{'translation_text': ""Le 30 décembre 2021, des travailleurs de l'aéroport international Roberts ont manifesté à Monrovia (Große Monrovia, Montserrado) pour exiger le paiement de leurs salaires, et ils ont fait voler un aéronef à l'aéroport. [size=no report]""}]"
8705885,566,NIG23097,23097,30/12/2021,2021,1,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,Western Africa,Nigeria,Anambra,Idemili South,,Obosi,6.097,6.8184,1,Guardian (Nigeria),National,"On 30 December 2021, residents of Ihionu street in Ozalla layout protested in Obosi (Idemili South, Anambra) over the location chosen by Ozalla landlord association to build their union secretariat. [size=no report]",0,1641863886,NGA,"[{'translation_text': ""Le 30 décembre 2021, des résidents de la rue Ihionu à Ozalla ont protesté à Obosi (Idemili Sud, Anambra) contre l'emplacement choisi par l'association des propriétaires d'Ozalla pour construire leur secrétariat syndical. [size=no report]""}]"
8706583,384,CDI2703,2703,30/12/2021,2021,1,Violence against civilians,Abduction/forced disappearance,Military Forces of the Ivory Coast (2011-) Gendarmerie,,1,Civilians (Ivory Coast),Women (Ivory Coast),7,17,Western Africa,Ivory Coast,Lagunes,Agneby-Tiassa,Tiassale,Gbolouville,5.7941,-4.6613,2,Soir Info,National,"On 30 December 2021, four gendarmes kidnapped two women in Elosso village, Gbolouville town, Tiassale subdivision (Agneby-Tiassa, Lagunes), also looting money from the civilians. The gendarmes were later arrested and the hostages, released.",0,1641863888,CIV,"[{'translation_text': ""Le 30 décembre 2021, quatre gendarmes ont enlevé deux femmes dans le village d'Elosso, ville de Gbolouville, subdivision Tiassale (Agneby-Tiassa, Lagunes), volant également de l'argent auprès des civils, et les gendarmes ont ensuite été arrêtés et les otages libérés.""}]"
8706633,466,MLI6025,6025,30/12/2021,2021,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mali),,3,Civilians (Mali),Labour Group (Mali),7,37,Western Africa,Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,Studio Tamani,National,"On 30 December 2021, unknown gunmen abducted a business man in the city of Gao (Gao, Gao).",0,1641863888,MLI,"[{'translation_text': ""Le 30 décembre 2021, des hommes armés inconnus ont enlevé un homme d'affaires dans la ville de Gao (Gao, Gao).""}]"
8706777,466,MLI6028,6028,30/12/2021,2021,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Fulani Ethnic Group (Mali); Pastoralists (Mali),7,27,Western Africa,Mali,Mopti,Djenne,Femaye,Togoye,13.991,-4.3567,1,Twitter,New media,"On 30 December 2021, JNIM militants attacked the Fulani village of Togoye (Djenne, Mopti). The militants killed four people including a woman, a girl, a little boy, and a mentally disabled male person, and seized livestock.",4,1641863888,MLI,"[{'translation_text': 'Le 30 décembre 2021, des militants du JNIM ont attaqué le village Fulani de Togoye (Djenne, Mopti), tuant quatre personnes, dont une femme, une fille, un petit garçon et un homme handicapé mental, et ayant saisi du bétail.'}]"
8706788,566,NIG23100,23100,30/12/2021,2021,1,Strategic developments,Looting/property destruction,Islamic State (West Africa) - Lake Chad Faction,,2,Civilians (Nigeria),Christian Group (Nigeria),7,27,Western Africa,Nigeria,Borno,Askira Uba,,Wultihiya,10.7158,12.7945,1,Twitter,New media,"Property destruction: On 30 December 2021, ISWAP claimed the burning of a church, a house and two cars in Wultihiya (Askira Uba, Borno).",0,1641863888,NGA,"[{'translation_text': ""Destruction de biens : Le 30 décembre 2021, l'ISWAP a réclamé l'incendie d'une église, d'une maison et de deux voitures à Wultihiya (Askira Uba, Borno).""}]"
8706888,854,BFO6122,6122,30/12/2021,2021,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Centre-Est,Koulpelogo,Soudougui,Koulsonde,11.1877,0.4946,2,Undisclosed Source,Local partner-Other,"Property destruction: On 30 December 2021, presumed JNIM militants burned cotton harvest in the hamlet of Touloungou, Koulsonde (Soudougui, Koulpelogo).",0,1641863888,BFA,"[{'translation_text': 'Destruction de biens : Le 30 décembre 2021, des militants présumés du JNIM ont brûlé la récolte de coton dans le hameau de Touloungou, Koulsonde (Soudougui, Koulpelogo).'}]"
8706982,854,BFO6123,6123,30/12/2021,2021,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Catholic Christian Group (Burkina Faso),7,27,Western Africa,Burkina Faso,Nord,Yatenga,Thiou,Noden,13.7329,-2.5655,2,Undisclosed Source,Local partner-Other,"On 30 December 2021, presumed JNIM militants are believed to have abducted two Catholic Christians including an abbot between the villages of Noden and Kalo (Thiou, Yatenga).",0,1641863889,BFA,"[{'translation_text': 'Le 30 décembre 2021, des militants présumés du JNIM auraient enlevé deux chrétiens catholiques, dont un abbé, entre les villages de Noden et Kalo (Thiou, Yatenga).'}]"
8707085,854,BFO6120,6120,30/12/2021,2021,1,Explosions/Remote violence,Air/drone strike,Military Forces of Burkina Faso (2015-),,1,JNIM: Group for Support of Islam and Muslims and/or Islamic State (West Africa) - Greater Sahara Faction,,2,12,Western Africa,Burkina Faso,Sahel,Soum,Arbinda,Arbinda,14.2295,-0.863,2,Undisclosed Source,Local partner-Other,"On 30 December 2021, the Burkinabe air force conducted airstrike against presumed JNIM or ISWAP (Greater Sahara) militants positions in the area of Arbinda (Arbinda, Soum). Casualties unknown.",0,1641863889,BFA,"[{'translation_text': ""Le 30 décembre 2021, l'armée de l'air burkinabè a effectué une frappe aérienne contre des positions présumées de militants du JNIM ou de l'ISWAP (Greater Sahara) dans la région d'Arbinda (Arbinda, Soum).""}]"
8707100,854,BFO6121,6121,30/12/2021,2021,1,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Boucle du Mouhoun,Sourou,Toeni,Dounkou,13.3049,-3.1985,1,Undisclosed Source,Local partner-Other,"Non-violent activity: On 30 December 2021, presumed JNIM militants conducted identity checks on road users in the village of Dounkou (Toeni, Sourou).",0,1641863889,BFA,"[{'translation_text': ""Activités non violentes : Le 30 décembre 2021, des militants présumés du JNIM ont effectué des contrôles d'identité sur les usagers de la route dans le village de Dounkou (Toeni, Sourou).""}]"
8775034,132,CPV115,115,30/12/2021,2021,1,Protests,Protest with intervention,Protesters (Cape Verde),"Private Security Forces (Cape Verde); SIACSA: Union of General Industry, Food, Civil Construction, Agriculture, Services, Forestry, Maritime and Port Services",6,Police Forces of Cape Verde (2011-),,1,16,Western Africa,Cape Verde,Praia,Nossa Senhora da Graca,,Praia,14.9315,-23.5125,1,Inforpress; Noticias do Norte,International,"On 30 December 2021, private security guards, with support of SIACSA, took to the streets in Praia (Nossa Senhora da Graca, Pria) in a demonstration for better working conditions. The group tried to reach the General Labor Inspectorate building, but were halted by the police. The group also announced a three-day strike. [size=no report]",0,1642167836,CPV,"[{'translation_text': ""Le 30 décembre 2021, des gardes de sécurité privés, avec l'appui de SIACSA, ont pris la rue à Praia (Nossa Senhora da Graca, Pria) pour manifester en faveur de meilleures conditions de travail. Le groupe a tenté d'atteindre l'immeuble de l'Inspection générale du travail, mais a été arrêté par la police. Le groupe a également annoncé une grève de trois jours.""}]"
