data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,notes_fr
9104607,566,NIG24444,24444,07-Apr-22,2022,1,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Kachia,,Ariko,9.7473,7.6843,1,Daily Trust (Nigeria),National,"On 7 April 2022, members of a Kaduna militia attacked residents and killed two persons in Ariko (Kachia, Kaduna), which is a Fulani settlement. A man and two of his children were abducted.",2,1650298593,NGA,"[{'translation_text': ""Le 7 avril 2022, des membres d'une milice kaduna ont attaqué des résidents et tué deux personnes à Ariko (Kachia, Kaduna), une colonie de Fulani, enlevant un homme et deux de ses enfants.""}]"
9104608,566,NIG24413,24413,07-Apr-22,2022,1,Battles,Armed clash,Unidentified Armed Group (Nigeria),,3,Sukuku Communal Militia (Nigeria),,4,34,Western Africa,Nigeria,Federal Capital Territory,Kuje,,Lanto,8.8696,7.2342,2,Daily Trust (Nigeria),Subnational,"On 7 April 2022, presumed Sukuku local defense militiamen killed an unspecified number of armed individuals attempting to evacuate the corpses of their members to a hideout at a forest in or around Lanto village (Kuje, FCT). The local defense militiamen had engaged the armed men at Sukuku [coded separately] which led to the killing of members whose corpses were being evacuated. Unknown fatalities coded as 3.",3,1650298593,NGA,"[{'translation_text': ""Le 7 avril 2022, des miliciens de la défense locale de Sukuku présumés ont tué un nombre indéterminé d'individus armés qui tentaient d'évacuer les cadavres de leurs membres dans une forêt située dans le village de Lanto (Kuje, FCT) ou autour de celui-ci. Les miliciens de la défense locale avaient engagé les hommes armés à Sukuku [codes séparés""}]"
9104610,566,NIG24414,24414,07-Apr-22,2022,1,Battles,Armed clash,Unidentified Armed Group (Nigeria),,3,Sukuku Communal Militia (Nigeria),,4,34,Western Africa,Nigeria,Federal Capital Territory,Kwali,,Sukuku,8.8372,7.0047,1,Daily Trust (Nigeria),Subnational,"On 7 April 2022, members of Sukuku local defense militia clashed with an armed group while trying to rescue abductees in Sukuku (Kwali, FCT). Two local defense militiamen were killed; three others were wounded, an unspecified number of armed men were killed. Unknown fatalities coded as 3, total fatalities coded as 5.",5,1650298593,NGA,"[{'translation_text': ""Le 7 avril 2022, des membres de la milice de défense locale de Sukuku ont eu des affrontements avec un groupe armé alors qu'ils tentaient de sauver des personnes enlevées à Sukuku (Kwali, FCT). Deux membres de la milice de défense locale ont été tués; trois autres ont été blessés et un nombre indéterminé d'hommes armés ont été tués.""}]"
9104707,566,NIG24415,24415,07-Apr-22,2022,1,Battles,Armed clash,Black Axe Militia (Nigeria),,4,Eiye Confraternity,,3,34,Western Africa,Nigeria,Lagos,Somolu,,Somolu,6.5403,3.3717,1,New Telegraph,National,"On 7 April 2022, Black Axe, also called Aiye militia, attacked and killed a member of Eiye confraternity in Somolu (Somolu, Lagos). The victim was macheted and shot over a long standing rivalry between the two groups.",1,1650298593,NGA,"[{'translation_text': ""Le 7 avril 2022, Black Axe, également appelée milice Aiye, a attaqué et tué un membre de la confraternité Eiye à Somolu (Somolu, Lagos), victime d'une rivalité de longue date entre les deux groupes.""}]"
9104771,566,NIG24445,24445,07-Apr-22,2022,1,Violence against civilians,Attack,Niger Communal Militia (Nigeria),,4,Civilians (Nigeria),Unidentified Communal Group (Nigeria); Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Niger,Muya,,Zagzaga,9.8755,7.1179,2,Sun (Nigeria),National,"On 7 April 2022, members of a Niger militia, numbering over 50, killed 3 persons, including a village head and a Fulani pastoralist, when they attacked Dazza, Dandaudu, Fukan, Gwari, Maraban Zagzaga (Muya, Niger) and Zagzaga [coded separately]. An unspecified number of persons were abducted, cattle were rustled. Fatalities divided into two events and coded as 2.",2,1650298593,NGA,"[{'translation_text': ""Le 7 avril 2022, des membres d'une milice nigérienne de plus de 50 personnes ont tué 3 personnes, dont un chef de village et un pastoraliste Fulani, lorsqu'ils ont attaqué Dazza, Dandaudu, Fukan, Gwari, Maraban Zagzaga (Muya, Niger) et Zagzaga [codes séparément]. Un nombre non précisé de personnes ont été enlevées""}]"
9104772,566,NIG24446,24446,07-Apr-22,2022,1,Violence against civilians,Attack,Niger Communal Militia (Nigeria),,4,Civilians (Nigeria),Unidentified Communal Group (Nigeria); Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Niger,Muya,,Zagzaga,9.8755,7.1179,1,Sun (Nigeria),National,"On 7 April 2022, members of a Niger militia, numbering over 50, killed 3 persons, including a village head and a Fulani pastoralist, when they attacked Zagzaga (Muya, Niger), Dandaudu, Fukan, Gwari, Maraban Zagzaga and Dazza [coded separately]. An unspecified number of persons were abducted, cattle were rustled. Fatalities divided into two events coded as 1.",1,1650298593,NGA,"[{'translation_text': ""Le 7 avril 2022, des membres d'une milice nigérienne de plus de 50 personnes ont tué 3 personnes, dont un chef de village et un pastoraliste félanien, lorsqu'ils ont attaqué Zagzaga (Muya, Niger), Dandaudu, Fukan, Gwari, Maraban Zagzaga et Dazza [codes séparément]. Un nombre indéterminé de personnes ont été""}]"
9104812,854,BFO7014,7014,07-Apr-22,2022,1,Battles,Armed clash,VDP: Volunteer for Defense of Homeland,,4,JNIM: Group for Support of Islam and Muslims,,2,24,Western Africa,Burkina Faso,Sud-Ouest,Poni,Djigoue,Gongomboulo,9.9673,-3.8422,2,Undisclosed Source,Local partner-Other,"On 7 April 2022, volunteer fighters (VDP) ambushed suspected JNIM militants between Gongomboulo and Helintira (Djigoue, Poni). Two militants were killed, two wounded, and a motorcycle and a phone seized by the VDP.",2,1650298593,BFA,"[{'translation_text': 'Le 7 avril 2022, des combattants volontaires (VDP) ont ambusqué des militants présumés du JNIM entre Gongomboulo et Helintira (Djigoue, Poni), tuant deux militants, deux blessés et saisissant une motocyclette et un téléphone.'}]"
9054041,466,MLI6475,6475,06-Apr-22,2022,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Dogon Ethnic Group (Mali); Women (Mali); Health Workers (Mali); Labour Group (Mali),7,27,Western Africa,Mali,Mopti,Koro,Bamba,Were,14.6018,-3.1947,1,Koro Kibaru; Le Pays Dogon,New media-Subnational,"On 6 April 2022, suspected JNIM militants attacked the Dogon village of Were (Koro, Mopti). The militants wounded two women, seized livestock and carts, looted a health center and shops, and burned property.",0,1649700012,MLI,"[{'translation_text': 'Le 6 avril 2022, des militants présumés du JNIM ont attaqué le village de Dogon de Were (Koro, Mopti), blessant deux femmes, saisissant du bétail et des chariots, pillant un centre de santé et des magasins et incendiant des biens.'}]"
9054042,466,MLI6477,6477,06-Apr-22,2022,1,Strategic developments,Disrupted weapons use,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,Western Africa,Mali,Tombouctou,Niafunke,Soumpi,Soumpi,15.8436,-4.3255,2,Undisclosed Source; FAMAMali,Local partner-Other,"Defusal: On 6 April 2022, the Malian Armed Forces (FAMa) destroyed three IEDs likely planted by JNIM militants between Soumpi and Niafounke (Niafunke, Tombouctou).",0,1649700012,MLI,"[{'translation_text': 'Défaut : Le 6 avril 2022, les Forces armées maliennes (FAMa) ont détruit trois IED probablement plantés par des militants du JNIM entre Soumpi et Niafounke (Niafunke, Tombouctou).'}]"
9054044,466,MLI6482,6482,06-Apr-22,2022,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Mali),,3,Civilians (Mali),Labour Group (Mali); Government of Mali (2021-),7,37,Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,Studio Tamani; Radio Guintan,National,"Looting: On 6 April 2022, unidentified gunmen seized a vehicle belonging to the mayor of Bourem-Inaly after removing the driver in the Hamabangou quarter in the town of Timbuktu (Tombouctou, Tombouctou). The vehicle was subsequently recovered.",0,1649700012,MLI,"[{'translation_text': 'Vol : Le 6 avril 2022, des hommes armés non identifiés ont saisi un véhicule appartenant au maire de Bourem-Inaly après avoir enlevé le conducteur dans le quartier de Hamabangou, dans la ville de Timbuktu (Tombouctou, Tombouctou).'}]"
9054057,566,NIG24332,24332,06-Apr-22,2022,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Kogi,Ofu,,Gwolawo,7.2357,6.9256,2,Sahara Reporters; Daily Post (Nigeria),National-Regional,"On 6 April 2022, an armed group abducted 16 passengers at Ojuwo-Ajegbo village (Ofu, Kogi), coded to Gwolawo. 12 of the abductees were rescued when the police chased after the abductors [there are no reports about a clash]; four abductees were yet to be found.",0,1649700012,NGA,"[{'translation_text': ""Le 6 avril 2022, un groupe armé a enlevé 16 passagers au village d'Ojuwo-Ajegbo (Ofu, Kogi), codé Gwolawo; 12 des enlèvements ont été sauvés lorsque la police a poursuivi les enlèvements [il n'y a pas d'informations sur un affrontement]; quatre enlèvements n'ont pas encore""}]"
9054062,566,NIG24346,24346,06-Apr-22,2022,1,Battles,Armed clash,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,Military Forces of Nigeria (2015-),Civilian JTF: Civilian Joint Task Force,1,12,Western Africa,Nigeria,Borno,Damboa,,Damboa,11.156,12.7576,1,Nigeria Punch; Sahara Reporters,National-Regional,"On 6 April 2022, Boko Haram/ ISWAP militants clashed with soldiers and Civilian JTF members when they attacked Damboa town (Damboa, Borno). The militants set part of a primary healthcare center and a Technical girls college ablaze. They parked their motorcycles behind a trench dug around the town and entered on foot. Two Civilian JTF members were wounded.",0,1649700012,NGA,"[{'translation_text': ""Le 6 avril 2022, des militants du Boko Haram/ISWAP ont eu des affrontements avec des soldats et des membres de la FOI civile lorsqu'ils ont attaqué la ville de Damboa (Damboa, Borno). Les militants ont mis en feu une partie d'un centre de soins de santé primaires et d'un collège technique pour filles, stationné leurs motocycles""}]"
9054063,566,NIG24347,24347,06-Apr-22,2022,1,Battles,Armed clash,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (2015-),NSCDC: Nigeria Security and Civil Defence Corps,1,13,Western Africa,Nigeria,Ekiti,Efon,,Efon-Alaiye,7.65,4.9167,1,Daily Trust (Nigeria); Daily Post (Nigeria); New Telegraph,National,"On 6 April 2022, an armed group clashed with police and NSCDC during an attack on the venue of the SDP rally and the convoy of the gubernatorial candidate in Efon-Alaiye (Efon, Ekiti). One NSCDC operative was wounded, the assailants attacked the party supporters with stones, sticks and cutlasses and wounded some of them, vehicles in the convoy were damaged.",0,1649700012,NGA,"[{'translation_text': ""Le 6 avril 2022, un groupe armé a eu des affrontements avec la police et le NSCDC lors d'une attaque contre le lieu du rassemblement du PDS et le convoi du candidat à la gouverneure à Efon-Alaiye (Efon, Ekiti), un agent du NSCDC ayant été blessé, les assaillants ont attaqué les partisans du parti à l""}]"
9054073,566,NIG24370,24370,06-Apr-22,2022,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Refugees/IDPs (Nigeria),7,47,Western Africa,Nigeria,Plateau,Barkin Ladi,,Gashish,9.4442,8.7552,2,Daily Post (Nigeria); Nigeria Punch; Daily Trust (Nigeria),National,"On 6 April 2022, suspected Fulani militiamen numbering six attacked IDPs who were trying to rebuild their homes at Rantis in Gashish district (Barkin Ladi, Plateau). Two persons were killed and three others sustained gunshot wounds; a car belonging to one of the victims was also burnt down.",2,1649700012,NGA,"[{'translation_text': ""Le 6 avril 2022, six miliciens Fulani soupçonnés d'avoir attaqué des personnes déplacées qui tentaient de reconstruire leurs maisons à Rantis, dans le district de Gashish (Barkin Ladi, Plateau), tuant deux personnes et en blessant trois autres; une voiture appartenant à l'une des victimes a également été incendiée.""}]"
9054080,566,NIG24394,24394,06-Apr-22,2022,1,Protests,Peaceful protest,Protesters (Nigeria),CAN: Christian Association of Nigeria; Christian Group (Nigeria); Women (Nigeria),6,,,0,60,Western Africa,Nigeria,Plateau,Jos North,,Jos,9.9285,8.8921,1,Nigeria Punch; Daily Independent (Nigeria),National,"On 6 April 2022, a coalition of ethnic nationalities from the northern senatorial zone of Plateau, CAN Plateau chapter, and women wings protested at the new government house in Jos (Jos North, Plateau) against incessant attacks on Bassa communities. [size=no report]",0,1649700012,NGA,"[{'translation_text': 'Le 6 avril 2022, une coalition de nationalités ethniques de la zone sénatoriale septentrionale du Plateau, le chapitre du CAN Plateau et les escadres féminines ont protesté à la nouvelle maison du gouvernement à Jos (Jos Nord, Plateau) contre les attaques incessantes contre les communautés de Bassa. [size=no report]'}]"
9054083,566,NIG24400,24400,06-Apr-22,2022,1,Protests,Protest with intervention,Protesters (Nigeria),JORAISU: Joint Research and Allied Institutions Sector Unions; Labour Group (Nigeria),6,Rioters (Nigeria),,5,56,Western Africa,Nigeria,Lagos,Oshodi,,Oshodi,6.5582,3.3466,1,Premium Times (Nigeria); Sahara Reporters,National-Regional,"On 6 April 2022, a mob attacked (means not specified) members of JORAISU while the group was demonstrating at the Federal Institute of Industrial Research Oshodi (Oshodi, Lagos) against the non-implementation of their 2021 promotional exercise. Several of the protesters ran to safety. [size=no report]",0,1649700012,NGA,"[{'translation_text': ""Le 6 avril 2022, une foule a attaqué (moyenne non spécifiée) des membres du JORAISU alors que le groupe manifestait à l'Institut fédéral de recherche industrielle Oshodi (Oshodi, Lagos) contre la non-exécution de son exercice promotionnel de 2021.""}]"
9054088,288,GHA1439,1439,06-Apr-22,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Ghana),,3,Civilians (Ghana),Onyansana Communal Group (Ghana),7,37,Western Africa,Ghana,Greater Accra,Ga West,,Amasaman,5.7071,-0.3016,2,3 News,National,"On 6 April 2022, unidentified armed men in military attire attacked the chief of Onyansana and his household in Ga West region (codded to Amasaman, Ga West, Greater Accra), claiming that the attack is over a land dispute.",0,1649700012,GHA,"[{'translation_text': ""Le 6 avril 2022, des hommes armés non identifiés en tenue militaire ont attaqué le chef d'Onyansana et son ménage dans la région de Ga West (codé à Amasaman, Ga West, grand Accra), affirmant que l'attaque était liée à un conflit foncier.""}]"
9054095,854,BFO6987,6987,06-Apr-22,2022,1,Violence against civilians,Attack,Military Forces of Burkina Faso (2015-),,1,Civilians (Burkina Faso),,7,17,Western Africa,Burkina Faso,Centre-Nord,Sanmatenga,Kaya,Kaya,13.0917,-1.0844,1,AIB (Burkina Faso),National,"On 6 April 2022, soldiers shot and killed a mentally disabled youth in front of a military base in the city of Kaya (Kaya, Sanmatenga).",1,1649700012,BFA,"[{'translation_text': 'Le 6 avril 2022, des soldats ont tué et abattu un jeune handicapé mental devant une base militaire de la ville de Kaya (Kaya, Sanmatenga).'}]"
