data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8974523,854,BFO6939,6939,31-Mar-22,2022,1,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Sahel),,2,VDP: Volunteer for Defense of Homeland,,4,24,Western Africa,Burkina Faso,Centre-Nord,Namentenga,Nagbingou,Nagbingou,13.5521,-0.4672,1,Facebook,New media,"On 31 March 2022, presumed JNIM or IS Sahel militants and volunteer fighters (VDP) clashed in the village of Nagbingou (Nagbingou, Namentenga). One VDP was killed.",1,1649088163,BFA
8974529,854,BFO6963,6963,31-Mar-22,2022,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Est,Kompienga,Kompienga,Tambibongou,11.0142,0.5528,1,Facebook,New media,"Property destruction: On 31 March 2022, presumed JNIM militants vandalized a telecommunications antenna in the village of Tambibongou (Kompienga, Kompienga).",0,1649088163,BFA
8974533,854,BFO6962,6962,31-Mar-22,2022,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Est,Kompienga,Kompienga,Pognoa-Sankoado,11.029,0.5848,1,Facebook,New media,"Property destruction: On 31 March 2022, presumed JNIM militants burned a high school in the village of Pognoa-Sankoado (Kompienga, Kompienga).",0,1649088163,BFA
8974618,566,NIG24321,24321,31-Mar-22,2022,1,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,Western Africa,Nigeria,Edo,Oredo,,Benin City,6.3351,5.6275,1,Nigeria Punch,National,"On 31 March 2022, members of Ogbe-Ezoti community protested and blocked the ring road (assumed with their presence) of Benin City (Oredo, Edo) over claims of an attempt to sell their ancestral homes by the state governor. [size=no report]",0,1649088163,NGA
8974620,566,NIG24320,24320,31-Mar-22,2022,1,Protests,Peaceful protest,Protesters (Nigeria),Ogwu-Aniocha Communal Group (Nigeria),6,,,0,60,Western Africa,Nigeria,Anambra,Awka South,,Awka,6.2101,7.0741,1,Nigeria Punch,National,"On 31 March 2022, members of Ogwu-Aniocha community protested at the Government House Awka (Awka South, Anambra) to demand for the governor's intervention in the transfer of the case regarding their monarch, who was abducted and murdered, to a neutral judge. [size=no report]",0,1649088163,NGA
8974644,566,NIG24299,24299,31-Mar-22,2022,1,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Kachia,,Ankuwa,9.8465,7.8774,2,Sahara Reporters,Regional,"On 31 March 2022, large numbers of Kaduna militiamen attacked civilians and killed at least two persons in Ankuwa ward (Kachia, Kaduna). The assailants went from house to house killing and abducting residents.",2,1649088163,NGA
8974650,686,SEN1488,1488,31-Mar-22,2022,1,Violence against civilians,Attack,MFDC: Movement of Democratic Forces of Casamance,,2,Civilians (Senegal),,7,27,Western Africa,Senegal,Ziguinchor,Bignona,Tanghori,Bignona,12.8103,-16.2264,2,Sen360,National,"Looting: On 31 March 2022, MFDC militants attacked civilians and stole belongings of the passengers near Bignona (Tanghori, Bignona, Ziguinchor). One of the passengers tried to escape but was shot and injured by MFDC militants.",0,1649088163,SEN
8974655,466,MLI6448,6448,31-Mar-22,2022,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Labour Group (Mali),7,27,Western Africa,Mali,Mopti,Koro,Koro,Koro,14.0778,-3.0832,2,Studio Tamani,Subnational,"Looting: On 31 March 2022, presumed JNIM militants seized two transport trucks between Koro (Koro, Mopti) and Ouahigouya (Ouahigouya, Yatenga). The trucks were returned to their owners on 1 April following negotiations.",0,1649088163,MLI
8974709,566,NIG24297,24297,31-Mar-22,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Ebube Agu Corps,7,37,Western Africa,Nigeria,Ebonyi,Izzi,,Iboko,6.4065,8.2332,2,Vanguard (Nigeria),National,"On 31 March 2022, armed individuals killed a presumed off duty Ebube Agu operative at his house in Nduogbuovu (Izzi, Ebonyi), coded as Iboko. The assailants robbed the victim of his motorcycle and money.",1,1649088163,NGA
8974710,566,NIG24298,24298,31-Mar-22,2022,1,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Chikun,,Sabon Tasha,10.4371,7.461,2,Vanguard (Nigeria),National,"On 31 March 2022, members of a Kaduna militia killed three civilians when they attacked Sabo GRA, coded to Sabon Tasha (Chikun, Kaduna). Six others were wounded and 10 people were abducted.",3,1649088163,NGA
9054043,466,MLI6478,6478,31-Mar-22,2022,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Mali),,3,Civilians (Mali),Labour Group (Mali); Government of Mali (2021-),7,37,Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,Facebook; Radio Guintan; FAMAMali,New media-National,"Looting: On 31 March 2022, unidentified gunmen robbed a vehicle belonging to the president of the chamber of commerce of the Tombouctou region and seized mobile phones in the Hamabangou quarter in the town of Timbuktu (Tombouctou, Tombouctou). Gendarmes recovered the vehicle.",0,1649700012,MLI
9054054,566,NIG24327,24327,31-Mar-22,2022,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Students (Nigeria),7,37,Western Africa,Nigeria,Imo,Okigwe,,Ihube,5.8611,7.3737,1,Nigeria Punch; Daily Trust (Nigeria),National,"On 31 March 2022, an armed group abducted seven students of the Abia state university at Ihube - Okigwe (Okigwe, Imo). A ransom of 10 million naira for each abductee, which was later reduced to 2 million, was demanded.",0,1649700012,NGA
9054065,566,NIG24353,24353,31-Mar-22,2022,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),,4,Civilians (Nigeria),Wano Communal Group (Nigeria),7,47,Western Africa,Nigeria,Zamfara,Anka,,Anka,12.1138,5.9243,2,Daily Independent (Nigeria); HumAngle; Daily Trust (Nigeria),National,"On 31 March 2022, a Zamfara militia attacked civilians at Babban Baye, Rafin Doka and Wano villages in Anka LGA (Zamfara), Kadadaba and Rafin Gero [coded separately]. Two persons were killed in Babban Baye, four in Wano, including the village head, and one in Rafin Doka. Fatalities coded as 7.",7,1649700012,NGA
9054066,566,NIG24354,24354,31-Mar-22,2022,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Zamfara,Anka,,Kadadaba,12.1419,5.8735,1,HumAngle; Daily Trust (Nigeria); Daily Independent (Nigeria),National,"On 31 March 2022, a Zamfara militia attacked civilians in Kadadaba (Anka, Zamfara), Rafin Gero, Wano, Rafin Doka and Babban Baye [coded separately]. Eight persons were killed in Kadadaba.",8,1649700012,NGA
9054067,566,NIG24355,24355,31-Mar-22,2022,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),,4,Civilians (Nigeria),Labour Group (Nigeria),7,47,Western Africa,Nigeria,Zamfara,Anka,,Rafin Gero,12.2277,5.7663,1,Daily Independent (Nigeria); HumAngle; Daily Trust (Nigeria),National,"On 31 March 2022, a Zamfara militia attacked civilians in Rafin Gero (Anka, Zamfara), Kadadaba, Rafin Doka and Wano and Babban Baye [coded separately]. An unspecified number of cattle and other goods were stolen at the market and five persons were killed in Rafin Gero.",5,1649700012,NGA
9054132,466,MLI6460,6460,31-Mar-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of France (2017-),,8,Islamic State (Sahel),,2,28,Western Africa,Mali,Menaka,Menaka,Menaka,Eranga,15.6972,1.6309,2,Armee Francaise,International,"On 31 March 2022, French Operation Barkhane forces carried out airstrikes by drone and fighters jets against presumed IS Sahel militants about 30km southeast of I-n-Deliman, location coded as Eranga (Menaka, Menaka). About 14 militants were killed.",14,1649700012,MLI
9054156,566,NIG24350,24350,31-Mar-22,2022,1,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Kachia,,Abrom,9.9097,7.8568,1,Daily Trust (Nigeria),National,"On 31 March 2022, a Kaduna militia attacked civilians in Abrom (Kachia, Kaduna), Maido Rafi, Kabobe and Ankwa [coded separately]. 17 persons were killed, seven others were wounded and 22 motorcycles were stolen. 17 fatalities split across three events coded as 6.",6,1649700012,NGA
9054157,566,NIG24352,24352,31-Mar-22,2022,1,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Kachia,,Ankwa,9.8887,7.7762,1,Daily Trust (Nigeria),National,"On 31 March 2022, a Kaduna militia attacked civilians in Ankwa (Kachia, Kaduna), Kabobe, Maido Rafi and Abrom [coded separately]. 17 persons were killed, seven others were wounded and 22 motorcycles were stolen. 17 fatalities split across three events coded as 5.",5,1649700012,NGA
9054163,566,NIG24351,24351,31-Mar-22,2022,1,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Kachia,,Abrom,9.9097,7.8568,2,Daily Trust (Nigeria),National,"On 31 March 2022, a Kaduna militia attacked civilians in Maido Rafi and Kabobe, Kachia LGA (Kaduna), Ankwa and Abrom [coded separately]. 17 persons were killed, seven others were wounded and 22 motorcycles were stolen. 17 fatalities split across three events coded as 6.",6,1649700012,NGA
9054192,466,MLI6457,6457,31-Mar-22,2022,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mali),,3,Civilians (Mali),Labour Group (Mali),7,37,Western Africa,Mali,Gao,Ansongo,Bara,Gouthine-Bara,15.82,0.3184,2,Facebook,New media,"On 31 March 2022, unidentified gunmen abducted a truck driver and an apprentice along with their vehicle near Gouthine-Bara (Ansongo, Gao).",0,1649700012,MLI
9054211,566,NIG24356,24356,31-Mar-22,2022,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Zamfara,Bakura,,Nasarawa,12.7888,5.7085,2,HumAngle,National,"On 31 March 2022, a Zamfara militia killed 13 residents of Masgo community in Nasarawa ward (Bakura, Zamfara). Many cattle were rustled, houses were ransacked and valuables were stolen.",13,1649700013,NGA
9054310,566,NIG24381,24381,31-Mar-22,2022,2,Strategic developments,Other,Civilians (Nigeria),Refugees/IDPs (Nigeria),7,,,0,70,Western Africa,Nigeria,Katsina,Sabuwa,,Sabuwa,11.173,7.1172,2,ReliefWeb,Other,"Displacement: Around 31 March 2022 (between 28 March - 3 April), 52 people from 10 affected households in Sabuwa LGA (Katsina) were displaced to neighboring wards as a result of militia attacks/ armed clashes",0,1649700013,NGA
9054311,566,NIG24380,24380,31-Mar-22,2022,2,Strategic developments,Other,Civilians (Nigeria),Refugees/IDPs (Nigeria),7,,,0,70,Western Africa,Nigeria,Kaduna,Kaduna North,,Kaduna,10.5222,7.4383,2,ReliefWeb,Other,"Displacement: Around 31 March 2022 (between 28 March - 3 April), 1,740 people from 163 affected households were displaced in Chikun, Giwa, Kachia and Kagarko LGAs to neighboring wards as a result of militia attacks/ armed clashes. Location coded to Kaduna (Kaduna North, Kaduna).",0,1649700013,NGA
9054312,566,NIG24385,24385,31-Mar-22,2022,2,Strategic developments,Other,Civilians (Nigeria),Refugees/IDPs (Nigeria),7,,,0,70,Western Africa,Nigeria,Zamfara,Talata Mafara,,Talata Mafara,12.5684,6.0623,2,ReliefWeb,Other,"Displacement: Around 31 March 2022 (between 28 March - 3 April), 929 people from 112 affected households in Talata Mafara LGA (Zamfara) were displaced to neighboring wards as a result of militia attacks/ armed clashes.",0,1649700013,NGA
9054313,566,NIG24383,24383,31-Mar-22,2022,2,Strategic developments,Other,Civilians (Nigeria),Refugees/IDPs (Nigeria),7,,,0,70,Western Africa,Nigeria,Sokoto,Rabah,,Rabah,13.1213,5.5074,2,ReliefWeb,Other,"Displacement: Around 31 March 2022 (between 28 March - 3 April), 2,379 people from 573 affected households in Rabah LGA (Sokoto) and Wurno LGAs [coded separately] were displaced to neighboring wards as a result of militia attacks/ armed clashes.",0,1649700013,NGA
9054314,566,NIG24384,24384,31-Mar-22,2022,2,Strategic developments,Other,Civilians (Nigeria),Refugees/IDPs (Nigeria),7,,,0,70,Western Africa,Nigeria,Sokoto,Wurno,,Wurno,13.2568,5.4864,2,ReliefWeb,Other,"Displacement: Around 31 March 2022 (between 28 March - 3 April), 2,379 people from 573 affected households in Wurno LGA (Sokoto) and Rabah LGAs [coded separately] were displaced to neighboring wards as a result of militia attacks/ armed clashes.",0,1649700013,NGA
9054315,566,NIG24382,24382,31-Mar-22,2022,2,Strategic developments,Other,Civilians (Nigeria),Refugees/IDPs (Nigeria),7,,,0,70,Western Africa,Nigeria,Plateau,Bassa,,Bassa,9.9333,8.7333,2,ReliefWeb,Other,"Displacement: Around 31 March 2022 (between 28 March - 3 April), 3,712 people from 586 affected households in Bassa LGA (Plateau) were displaced to neighboring wards as a result of militia attacks/ armed clashes.",0,1649700013,NGA
9104455,466,MLI6455,6455,31-Mar-22,2022,1,Violence against civilians,Attack,Military Forces of Mali (2021-),Wagner Group,1,Civilians (Mali),Fulani Ethnic Group (Mali); Pastoralists (Mali),7,17,Western Africa,Mali,Mopti,Djenne,Togue Mourari,Moura,14.3294,-4.5991,1,Pinal (Mali); HRW; Facebook; Undisclosed Source; Whatsapp; aBamako; Liberation; Menastream; UN MINUSMA; RFI; Reuters; Essor; FAMAMali; Le Monde,Local partner-Other,"On 31 March 2022, Malian and Wagner forces carried out an air-ground assault on the village of Moura (Djenne, Mopti). Eight militants and one Malian soldier and one Wagner were killed in the initial battle. Malian and Wagner forces subsequently killed Between 150-600 civilians, including about ten women, and about sixty militants (the majority unarmed). The Malian Armed Forces (FAMa) claimed to have killed 203 'terrorists', arrested 51 persons, and burned 200 motorcycles. Civilian and militant fatalities, along with 2 soldiers, are estimated to at least 388. 388 fatalities coded, split between 3 events. JNIM acknowledged that 4 of its fighters were killed and also claimed to have killed 2 Wagner mercenaries and wounded a Malian soldier.",129,1650298593,MLI
9104776,566,NIG24503,24503,31-Mar-22,2022,1,Riots,Violent demonstration,Rioters (Nigeria),,5,Civilians (Nigeria),Labour Group (Nigeria),7,57,Western Africa,Nigeria,Oyo,Ido,,Omi Adio,7.3939,3.7536,1,The Cable (Nigeria),National,"On 31 March 2022, Ladeowo residents destroyed kiosks used by point of sale (POS) operators in their area during a demonstration in Omi Adio (Ido, Oyo). The demonstrators claimed the operators' activities was attracting robbers to the community. [size=no report]",0,1650298593,NGA
8974303,854,BFO6950,6950,30-Mar-22,2022,1,Explosions/Remote violence,Grenade,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Centre-Nord,Sanmatenga,Pissila,Doaga,13.2091,-0.7235,1,MinuteBf; Sidwaya; Infowakat; L'Observateur Paalga; Facebook,New media-National,"On 30 March 2022, presumed JNIM militants threw grenades at two house yards in the village of Doaga (Pissila, Sanmatenga). Thirteen people were killed.",13,1649088162,BFA
8974337,478,MAA1352,1352,30-Mar-22,2022,1,Protests,Protest with intervention,Protesters (Mauritania),Students (Mauritania),6,Police Forces of Mauritania (2019-),,1,16,Western Africa,Mauritania,Nouakchott-Ouest,Nouakchott,Nouakchott,Nouakchott,18.0801,-15.9777,1,Al Akhbar (Mauritania); Facebook,New media-National,"On 30 March 2022, at the occasion of the Palestine Land Day, the 'Student Initiative Against Zionist Infiltration and for the Support of Just Causes' demonstrated in front of the UN bureau in Nouakchott (Nouakchott, Nouakchott), to express their support to the Palestinian cause. Police forces intervened to disperse them. [size=no report]",0,1649088162,MRT
8974360,566,NIG24227,24227,30-Mar-22,2022,1,Violence against civilians,Abduction/forced disappearance,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Kachia,,Rijana,10.0488,7.3759,2,Daily Post (Nigeria); Daily Trust (Nigeria),National,"On 30 March 2022, Kaduna militiamen abducted two farmers from their land at Unguwar Barde, coded to Rijana (Kachia, Kaduna). There are no details about ransom payment.",0,1649088162,NGA
8974361,566,NIG24228,24228,30-Mar-22,2022,1,Violence against civilians,Abduction/forced disappearance,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),Police Forces of Nigeria (2015-) Nigeria Customs Service,7,47,Western Africa,Nigeria,Kaduna,Zaria,,Kofar Gayan,11.0902,7.7199,1,Daily Post (Nigeria); Blueprint; Daily Trust (Nigeria); Daily Independent (Nigeria),National,"On 30 March 2022, Kaduna militiamen abducted a presumed off duty customs officer and his son from their residence in Kofar Gayan (Zaria, Kaduna). Four passers-by were also abducted; two later escaped; other sources report nine residents were abducted. There are no reports about ransom demands.",0,1649088162,NGA
8974362,566,NIG24230,24230,30-Mar-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2015-),,1,Unidentified Communal Militia (Nigeria),,4,14,Western Africa,Nigeria,Niger,Muya,,Sarkin Pawa,10.0209,7.1124,2,Sun (Nigeria); Daily Leadership (Nigeria); Guardian (Nigeria),National,"On 30 March 2022, Nigerian military forces carried out an airstrike against either Niger or Kaduna militiamen sighted moving towards Akilibu-Sarkin Pawa road, near Mangoro village, Muya LGA (Niger). At least 34 militants were killed. The village is a border community between Kaduna and Niger.",34,1649088162,NGA
8974374,566,NIG24254,24254,30-Mar-22,2022,1,Battles,Armed clash,IPOB: Indigenous Peoples of Biafra,,2,Private Security Forces (Nigeria),,8,28,Western Africa,Nigeria,Anambra,Nnewi South,,Ukpor,5.9421,6.9293,1,Blueprint; Daily Post (Nigeria); Nigeria Punch; Daily Trust (Nigeria),National,"On 30 March 2022, suspected IPOB militants killed a security guard when they attacked the local government headquarters at Ukpor (Nnewi South, Anambra). The headquarters was set ablaze by the assailants.",1,1649088162,NGA
8974375,566,NIG24255,24255,30-Mar-22,2022,1,Battles,Armed clash,Unidentified Cult Militia (Nigeria),,3,Unidentified Cult Militia (Nigeria),,3,33,Western Africa,Nigeria,Benue,Makurdi,,Makurdi,7.7411,8.5121,1,Daily Trust (Nigeria); Sun (Nigeria),National,"On 30 March 2022, two unidentified cult militias clashed in parts of Makurdi (Makurdi, Benue) and shot sporadically. Five houses were burnt down at the Adeke area, traders were robbed, casualties unknown.",0,1649088162,NGA
8974376,566,NIG24256,24256,30-Mar-22,2022,1,Battles,Armed clash,MNJTF: Multinational Joint Task Force,,8,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,28,Western Africa,Nigeria,Borno,Ngala,,Gamboru,12.373,14.2069,1,Guardian (Nigeria); Daily Post (Nigeria),National,"On 30 March 2022, MNJTF soldiers on a clearance operation clashed with ISWAP/ Boko Haram militants in Gamboru (Ngala, Borno). 30 militants were killed; 21 women and 20 children were rescued while other sources reports dozens rescued. A number of gun trucks, motorcycles and weapons were recovered by the soldiers.",30,1649088162,NGA
8974399,566,NIG24295,24295,30-Mar-22,2022,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),,4,Civilians (Nigeria),Government of Nigeria (2015-),7,47,Western Africa,Nigeria,Zamfara,Bakura,,Yargeda,12.6037,5.9762,1,Blueprint; Daily Post (Nigeria),National,"On 30 March 2022, members of a Zamfara militia attacked and killed four persons, including the village head, in Yargeda (Bakura, Zamfara). An unspecified number of residents were abducted.",4,1649088162,NGA
8974423,854,BFO6960,6960,30-Mar-22,2022,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Labour Group (Burkina Faso),7,27,Western Africa,Burkina Faso,Centre-Nord,Bam,Kongoussi,Kourpelle,13.4531,-1.5387,1,AIB (Burkina Faso),National,"Property destruction: On 30 March 2022, presumed JNIM militants burned two bars and a telecommunications antenna in the village of Kourpelle (Kongoussi, Bam).",0,1649088162,BFA
8974431,478,MAA1349,1349,30-Mar-22,2022,1,Protests,Peaceful protest,Protesters (Mauritania),,6,,,0,60,Western Africa,Mauritania,Assaba,Guerrou,Guerou,Guerou,16.8177,-11.8359,1,Al Akhbar (Mauritania),National,"On 30 March 2022, activists demonstrated in Guerou (Guerrou, Assaba), to denounce the transfer of a power generator outside the city. [size=no report]",0,1649088162,MRT
8974432,478,MAA1350,1350,30-Mar-22,2022,1,Protests,Peaceful protest,Protesters (Mauritania),Labour Group (Mauritania); Health Workers (Mauritania),6,,,0,60,Western Africa,Mauritania,Nouakchott-Ouest,Nouakchott,Nouakchott,Nouakchott,18.0801,-15.9777,1,Al Akhbar (Mauritania),National,"On 30 March 2022, contracted workers at the National Electricity Company and health workers demonstrated in front of the presidential palace in Nouakchott (Nouakchott, Nouakchott), to call for their recruitment with permanent contracts. [size=no report]",0,1649088162,MRT
8974433,478,MAA1351,1351,30-Mar-22,2022,1,Protests,Peaceful protest,Protesters (Mauritania),,6,,,0,60,Western Africa,Mauritania,Nouakchott-Ouest,Nouakchott,Nouakchott,Nouakchott,18.0801,-15.9777,1,Al Akhbar (Mauritania),National,"On 30 March 2022, Touginine residents demonstrated in front of the presidential palace in Nouakchott (Nouakchott, Nouakchott), to denounce water shortages affecting them. [size=no report]",0,1649088162,MRT
8974480,566,NIG24291,24291,30-Mar-22,2022,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Benue,Kwande,,Kwande,6.801,9.4702,2,Daily Independent (Nigeria),National,"On 30 March 2022, suspected armed Fulani pastoralists invaded eight communities in Kwande LGA (Benue). Two persons were killed, several thousand were displaced.",2,1649088163,NGA
